,race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,E,N,A,C,O,E%,N%,A%,C%,O%
11226,3,22,1,2,1,2,AU,4,1,4,2,5,1,5,4,4,1,5,3,5,1,2,4,5,4,5,5,1,5,2,5,1,3,1,5,5,5,2,5,5,5,1,5,4,3,2,5,5,2,5,1,3,2,3,4,5,3,43,43,47,25,41,86.0,86.0,94.0,50.0,82.0
11227,13,47,1,2,1,2,PH,5,1,4,1,4,2,4,4,2,4,2,2,4,3,3,2,1,1,2,3,2,5,1,5,1,5,2,5,5,5,4,1,5,2,4,5,3,1,5,5,4,3,5,2,5,1,5,3,5,5,37,25,48,41,44,74.0,50.0,96.0,82.0,88.0
11228,3,17,1,2,1,2,US,1,5,1,5,1,3,1,5,1,4,3,4,2,5,1,1,5,4,3,1,4,3,4,3,4,3,4,2,2,1,3,4,4,4,2,3,4,5,1,4,5,2,5,2,4,1,4,4,4,5,13,23,22,26,44,26.0,46.0,44.0,52.0,88.0
11229,3,38,1,1,1,1,AU,4,2,5,1,4,1,2,2,5,2,1,5,1,5,1,1,1,1,1,1,1,5,1,5,1,4,1,5,4,5,5,1,5,1,5,1,5,1,4,5,5,1,5,2,5,1,5,2,5,5,42,10,48,49,46,84.0,20.0,96.0,98.0,92.0
11230,13,24,2,1,1,1,DE,5,3,4,3,3,4,5,5,4,3,2,5,2,5,4,4,3,2,4,1,1,3,3,4,1,3,2,2,4,5,1,5,3,4,1,5,1,3,2,3,4,1,5,1,4,1,5,4,5,5,33,24,38,18,47,66.0,48.0,76.0,36.0,94.0
11231,12,25,2,2,1,1,NG,5,3,5,3,5,2,4,4,4,2,2,2,3,3,4,1,1,1,1,4,1,4,1,5,1,3,1,3,4,5,4,1,5,1,4,1,3,1,5,5,5,2,4,2,5,1,5,3,4,4,39,24,44,46,43,78.0,48.0,88.0,92.0,86.0
11232,11,39,1,1,1,2,US,1,3,2,4,4,1,2,4,4,4,3,4,2,4,1,2,2,2,3,2,3,2,2,4,2,4,4,5,3,4,5,1,5,2,2,1,5,2,3,5,5,1,3,1,4,2,4,5,5,4,27,21,35,43,44,54.0,42.0,70.0,86.0,88.0
11233,3,39,2,1,1,1,RS,2,1,5,4,5,1,2,2,2,1,5,2,5,1,5,5,5,4,4,4,2,5,1,4,2,5,2,2,5,5,4,4,4,1,4,4,5,4,4,4,5,2,4,4,5,2,5,2,4,5,37,46,43,36,40,74.0,92.0,86.0,72.0,80.0
11234,5,16,1,2,1,5,US,3,1,3,3,3,2,3,5,1,5,5,2,5,2,2,2,2,4,5,3,5,5,3,5,1,5,1,3,3,3,5,2,3,2,2,3,3,3,2,3,3,2,3,2,3,3,3,3,1,4,27,36,38,32,31,54.0,72.0,76.0,64.0,62.0
11235,3,15,1,2,2,1,US,2,2,5,3,4,2,4,2,3,4,4,4,4,4,4,3,3,2,2,3,2,4,2,5,2,5,2,5,4,5,3,5,4,3,2,3,5,2,4,4,4,2,5,2,5,2,4,4,5,4,35,29,44,33,43,70.0,58.0,88.0,66.0,86.0
11236,3,16,1,1,1,1,GB,1,4,3,4,2,4,1,4,2,5,4,3,4,3,2,4,5,4,5,3,4,2,4,2,4,5,4,3,4,3,5,2,4,3,1,4,4,4,1,3,4,2,5,2,2,1,4,5,4,2,18,37,27,29,39,36.0,74.0,54.0,58.0,78.0
11237,4,26,2,1,1,1,IN,5,5,1,5,5,5,1,1,5,1,5,5,5,1,5,5,5,5,5,1,5,5,1,5,1,5,5,5,5,5,1,1,5,1,1,1,5,5,1,5,1,5,5,1,5,1,1,5,5,5,30,42,42,34,38,60.0,84.0,84.0,68.0,76.0
11238,3,48,1,2,1,1,US,3,1,4,1,4,1,5,1,4,1,4,2,4,1,4,3,1,2,4,4,5,5,3,5,1,5,1,5,4,4,2,1,5,1,5,2,5,1,4,4,5,1,3,1,3,2,5,4,4,2,45,35,42,44,40,90.0,70.0,84.0,88.0,80.0
11239,11,15,2,1,1,1,MY,4,3,4,4,2,2,2,4,5,5,3,5,4,4,3,2,1,1,3,2,4,5,2,5,1,3,1,3,5,3,3,1,5,3,4,2,1,3,5,3,3,1,4,1,3,3,4,1,5,5,29,22,40,36,38,58.0,44.0,80.0,72.0,76.0
11240,5,17,1,1,1,5,CA,4,1,4,3,3,2,3,2,4,5,3,3,4,2,3,3,3,3,4,2,2,3,5,4,2,3,2,5,4,4,4,3,3,4,2,3,4,4,4,4,4,4,3,4,3,2,3,2,5,4,35,32,36,31,32,70.0,64.0,72.0,62.0,64.0
11241,4,23,1,2,1,1,IN,1,5,2,4,1,4,4,5,5,5,2,2,4,1,1,5,5,5,4,1,1,5,1,5,1,5,1,5,5,4,2,3,5,1,3,4,5,4,4,4,1,1,5,1,5,1,5,3,4,5,20,36,49,35,43,40.0,72.0,98.0,70.0,86.0
11242,13,20,2,2,1,1,IN,1,4,1,5,1,5,1,5,1,5,3,5,5,5,5,5,5,5,1,1,2,4,2,1,1,5,5,5,1,5,5,1,5,3,5,1,5,5,1,1,2,5,5,1,1,1,2,1,5,3,11,32,35,36,30,22.0,64.0,70.0,72.0,60.0
11243,3,16,1,1,1,1,US,1,4,1,5,1,3,1,5,1,5,5,2,5,3,5,5,4,4,5,5,2,3,1,4,2,5,3,3,5,3,1,4,2,3,3,5,2,2,1,2,3,5,1,5,3,2,2,1,4,1,13,45,39,21,21,26.0,90.0,78.0,42.0,42.0
11244,3,52,1,1,1,2,US,1,4,1,5,2,5,2,5,1,5,1,5,1,1,2,1,5,5,1,5,4,2,1,2,4,3,4,3,1,3,4,3,5,2,3,3,3,1,3,5,5,1,5,1,5,1,5,5,5,5,13,27,25,38,50,26.0,54.0,50.0,76.0,100.0
11245,9,23,1,1,1,1,US,3,2,5,2,4,2,4,2,4,2,4,3,4,4,2,3,3,2,2,2,1,5,1,4,2,4,2,4,4,4,4,2,5,2,4,4,4,2,4,4,3,2,5,2,4,2,4,3,4,5,40,27,43,39,40,80.0,54.0,86.0,78.0,80.0
11246,3,60,1,1,2,1,GB,2,2,4,2,5,2,4,2,4,2,2,2,4,3,2,4,4,4,4,2,2,4,4,4,2,3,2,4,3,4,2,5,2,3,2,4,2,4,2,3,5,1,5,1,4,1,4,5,3,4,39,33,36,21,45,78.0,66.0,72.0,42.0,90.0
11247,11,33,2,1,1,1,AU,3,1,1,1,4,1,2,2,5,2,2,5,2,5,1,2,1,1,1,1,1,5,1,5,1,5,1,5,5,5,4,2,5,2,1,1,4,1,4,4,5,1,2,4,4,2,5,2,1,4,38,13,50,40,34,76.0,26.0,100.0,80.0,68.0
11248,13,17,1,2,1,5,PK,5,2,4,5,3,3,2,3,4,5,5,2,5,4,4,5,2,3,5,5,5,3,1,5,1,5,3,4,5,5,4,1,4,3,1,4,3,3,5,5,3,2,4,2,3,1,3,2,5,3,30,40,41,35,36,60.0,80.0,82.0,70.0,72.0
11249,3,17,1,2,1,5,GB,3,2,4,3,4,2,3,4,2,4,3,3,4,3,3,4,5,4,2,3,1,5,2,5,1,4,2,5,5,3,2,4,3,4,1,5,2,4,2,2,1,3,5,2,3,2,3,2,4,4,31,34,45,19,33,62.0,68.0,90.0,38.0,66.0
11250,3,17,1,2,1,1,US,2,2,4,3,4,2,3,3,4,5,4,2,4,3,1,4,4,3,4,2,4,3,1,2,2,4,2,3,1,3,3,2,3,2,3,2,4,2,3,4,4,1,5,2,4,1,4,3,3,4,32,33,31,36,41,64.0,66.0,62.0,72.0,82.0
11251,11,22,2,2,1,5,MY,4,3,4,4,5,3,5,2,2,2,3,5,3,3,4,4,4,3,2,3,1,5,2,5,2,5,2,4,4,3,3,5,2,2,2,4,2,4,4,4,4,4,4,4,3,2,4,4,4,3,36,30,43,26,34,72.0,60.0,86.0,52.0,68.0
11252,13,20,2,2,1,5,TR,5,1,5,2,4,2,5,2,2,2,2,4,3,2,2,2,2,2,2,1,2,5,4,4,2,4,1,4,4,3,4,4,3,3,2,4,2,3,2,2,3,2,5,4,4,5,5,2,3,4,42,22,39,25,33,84.0,44.0,78.0,50.0,66.0
11253,13,18,2,1,1,1,,1,2,4,4,4,2,1,2,4,4,2,4,3,4,4,4,4,4,2,4,4,4,5,5,2,3,2,4,2,3,2,4,4,4,1,4,1,3,1,4,3,1,5,1,4,1,4,5,3,5,30,31,32,22,44,60.0,62.0,64.0,44.0,88.0
11254,11,23,1,1,1,1,PH,5,2,4,2,4,2,5,3,5,2,1,5,1,1,1,2,2,2,2,1,1,5,3,4,2,3,2,3,2,4,2,1,3,4,2,1,3,1,1,4,3,1,4,1,4,1,5,3,5,5,42,18,37,32,44,84.0,36.0,74.0,64.0,88.0
11255,3,34,1,1,1,5,US,5,1,5,1,5,1,5,2,5,2,3,2,5,4,4,4,4,2,4,2,2,4,2,3,3,5,1,4,5,4,3,4,2,3,2,4,3,1,4,3,5,2,3,4,5,3,5,4,2,5,48,34,41,29,38,96.0,68.0,82.0,58.0,76.0
11256,13,22,1,2,1,5,US,5,1,5,1,5,5,1,5,1,5,1,5,1,1,1,5,5,5,5,1,1,5,1,5,5,5,1,1,5,5,5,1,5,1,5,5,5,5,5,5,1,1,1,1,5,1,5,1,1,5,30,30,42,42,34,60.0,60.0,84.0,84.0,68.0
11257,13,22,1,2,1,2,GB,5,1,5,1,5,1,5,1,5,1,5,2,4,5,4,1,3,1,4,1,4,5,3,2,4,3,4,3,3,5,4,1,1,1,4,1,5,1,3,5,5,1,5,5,5,1,5,5,2,5,50,28,30,42,43,100.0,56.0,60.0,84.0,86.0
11258,13,49,2,1,1,5,CN,3,3,4,3,5,2,1,4,5,2,3,4,5,3,5,5,1,3,2,2,1,5,1,5,1,5,1,5,5,5,5,1,5,2,5,1,5,1,5,5,4,4,4,4,4,3,5,1,5,4,34,31,50,49,34,68.0,62.0,100.0,98.0,68.0
11259,3,64,1,1,1,2,DK,3,2,4,3,3,1,4,2,4,2,3,4,3,4,1,2,1,1,3,1,1,5,3,5,1,4,1,5,4,5,5,3,4,1,4,2,4,1,3,4,5,1,5,1,5,1,5,5,4,5,38,19,46,41,49,76.0,38.0,92.0,82.0,98.0
11260,13,15,1,2,1,2,US,3,1,4,2,4,2,4,4,4,2,5,5,5,4,2,3,1,1,3,1,1,5,1,5,3,5,2,5,5,4,5,1,5,2,5,1,5,1,5,5,5,1,5,1,4,1,5,5,5,5,38,24,46,49,49,76.0,48.0,92.0,98.0,98.0
11261,13,24,2,1,1,1,IN,4,4,4,3,3,3,2,2,4,3,5,2,3,4,4,2,4,2,3,5,2,3,1,5,2,5,3,4,4,5,5,3,5,1,3,2,2,2,4,4,4,3,4,2,3,1,4,1,4,5,32,34,42,39,37,64.0,68.0,84.0,78.0,74.0
11262,13,17,2,2,1,1,AE,5,1,5,3,5,2,5,1,5,4,5,2,5,4,5,4,4,4,4,4,5,5,3,5,3,5,1,5,5,5,3,3,2,4,1,4,4,3,3,4,3,3,4,3,5,1,4,2,4,5,44,41,42,27,38,88.0,82.0,84.0,54.0,76.0
11263,4,23,2,2,1,1,PK,3,1,4,5,5,1,5,2,4,5,2,5,5,3,5,5,5,5,1,3,4,5,3,5,1,5,1,5,5,5,3,3,5,5,3,1,5,3,1,5,1,4,5,1,4,1,5,4,5,3,37,35,45,34,39,74.0,70.0,90.0,68.0,78.0
11264,3,36,1,2,1,5,CA,3,2,2,3,4,2,3,4,2,4,3,3,4,3,3,3,2,1,2,3,1,5,2,5,2,4,2,4,4,4,4,4,4,1,4,3,4,3,4,5,3,2,4,1,4,2,4,3,4,4,29,27,43,38,39,58.0,54.0,86.0,76.0,78.0
11265,5,27,2,2,2,2,NO,4,1,5,2,5,1,5,1,5,2,4,4,4,2,4,4,4,4,4,4,1,4,3,5,2,4,2,4,5,3,3,4,2,3,3,5,1,3,3,3,5,2,5,1,5,1,4,5,5,5,47,38,41,24,48,94.0,76.0,82.0,48.0,96.0
11266,3,24,1,1,1,5,US,3,4,4,3,4,4,3,3,3,4,1,5,2,5,1,1,3,1,2,1,2,3,1,3,4,3,3,3,1,3,4,3,3,3,3,3,4,1,4,4,3,4,1,4,4,3,4,3,2,4,29,14,30,36,28,58.0,28.0,60.0,72.0,56.0
11267,3,52,1,1,1,1,US,3,2,4,3,4,2,3,3,3,3,3,4,4,4,3,2,3,3,3,2,2,4,2,4,2,3,2,4,5,4,4,4,5,2,2,4,4,2,3,4,5,2,5,2,4,1,4,5,5,4,34,27,40,34,45,68.0,54.0,80.0,68.0,90.0
11268,3,23,1,2,1,2,US,4,2,5,1,5,1,4,2,3,2,2,5,2,4,1,1,1,1,1,1,1,5,1,5,1,4,1,5,4,5,4,1,2,1,2,1,5,1,5,4,4,1,4,1,5,1,5,4,5,5,43,13,48,42,47,86.0,26.0,96.0,84.0,94.0
11269,11,22,1,1,1,2,US,4,2,5,2,5,2,3,2,5,2,2,4,4,4,3,2,2,2,2,2,2,4,3,4,2,3,2,4,4,4,4,2,2,3,1,2,3,2,4,4,5,1,3,2,5,4,5,5,4,5,42,23,38,33,43,84.0,46.0,76.0,66.0,86.0
11270,1,33,1,2,2,1,US,2,5,5,4,2,4,2,2,4,5,3,3,3,2,3,3,2,2,4,2,4,4,4,1,4,2,4,2,2,4,4,2,5,2,4,4,5,1,5,4,4,4,2,4,3,4,4,3,5,4,25,29,23,42,31,50.0,58.0,46.0,84.0,62.0
11271,3,45,1,2,1,1,US,4,1,5,1,5,1,3,1,4,2,3,3,4,3,3,2,2,2,2,2,1,5,1,5,1,5,1,5,3,5,3,5,5,3,2,5,3,1,3,5,5,1,5,1,5,1,5,4,4,5,45,26,48,31,48,90.0,52.0,96.0,62.0,96.0
11272,3,26,2,2,1,2,RO,1,4,2,4,2,4,2,4,2,5,3,3,4,2,4,2,4,4,4,4,4,3,1,3,3,4,3,4,2,2,1,4,4,2,2,2,4,3,4,4,3,2,3,2,2,2,4,3,4,3,18,36,31,32,34,36.0,72.0,62.0,64.0,68.0
11273,4,30,1,2,1,1,US,3,4,4,2,4,3,2,3,4,2,5,3,4,2,3,3,3,3,3,1,1,5,1,5,2,5,2,4,4,5,3,3,4,1,2,2,4,3,4,3,1,3,2,3,3,3,3,2,3,3,33,32,46,35,26,66.0,64.0,92.0,70.0,52.0
11274,13,29,1,2,1,2,US,1,3,4,5,3,2,2,5,2,5,2,4,5,3,1,1,1,1,1,3,1,4,1,5,1,5,3,5,5,5,5,4,3,1,5,2,5,1,5,2,3,3,5,1,4,1,3,3,4,4,22,20,47,41,39,44.0,40.0,94.0,82.0,78.0
11275,3,25,1,1,1,1,GB,2,2,2,4,3,2,2,4,3,5,5,2,5,1,3,4,5,5,5,5,2,3,4,4,3,2,3,4,4,4,2,4,5,4,2,4,4,1,2,5,5,1,5,1,4,1,5,4,5,5,25,46,33,31,48,50.0,92.0,66.0,62.0,96.0
11276,3,31,1,1,1,5,CA,3,3,5,2,5,2,5,3,4,2,1,3,2,5,2,1,1,1,1,1,1,5,1,4,2,4,1,4,4,5,5,1,4,1,5,1,5,3,4,3,4,1,3,1,5,2,5,3,4,4,40,14,45,44,42,80.0,28.0,90.0,88.0,84.0
11277,3,19,1,1,1,5,US,1,1,4,3,3,1,1,3,2,4,1,5,4,2,3,1,2,2,4,1,1,2,1,5,3,5,3,3,4,4,3,2,5,4,1,2,5,2,1,3,5,3,5,3,3,1,2,4,5,3,29,23,39,32,38,58.0,46.0,78.0,64.0,76.0
11278,1,20,1,2,1,1,US,4,1,5,2,5,1,5,1,5,2,5,3,5,2,1,2,1,1,1,1,1,5,4,5,1,5,1,5,5,5,2,2,2,5,3,1,5,2,5,2,4,4,5,1,3,1,3,1,5,5,47,24,47,33,38,94.0,48.0,94.0,66.0,76.0
11279,3,24,1,2,1,1,US,3,2,5,1,5,1,4,3,4,3,3,3,3,5,2,1,1,1,1,1,1,5,1,5,1,5,1,5,4,4,4,1,5,1,3,3,5,1,4,4,4,2,4,1,5,1,5,5,4,4,41,17,48,43,45,82.0,34.0,96.0,86.0,90.0
11280,3,18,2,1,1,1,GB,1,5,3,3,1,5,1,5,3,5,1,5,3,4,5,3,5,4,2,3,4,5,1,3,3,3,2,5,5,5,5,5,5,3,4,5,1,5,1,5,5,1,5,1,5,1,5,5,2,5,16,29,40,27,47,32.0,58.0,80.0,54.0,94.0
11281,5,44,1,2,1,1,CA,3,5,3,4,5,4,3,4,2,3,4,2,5,4,4,5,5,1,5,4,1,5,2,5,2,5,1,5,5,4,4,5,5,2,2,5,4,1,3,4,3,2,5,1,5,1,4,1,5,5,26,39,47,33,42,52.0,78.0,94.0,66.0,84.0
11282,3,20,1,2,1,2,US,2,4,2,3,2,2,2,3,4,4,2,5,3,4,2,1,2,2,2,2,1,4,1,5,2,4,2,4,5,4,4,2,5,2,4,1,5,3,5,3,2,2,3,3,3,3,3,2,3,3,26,19,44,42,29,52.0,38.0,88.0,84.0,58.0
11283,13,64,1,2,1,1,US,2,4,2,5,3,5,2,5,1,5,1,5,4,3,1,1,1,1,1,2,1,5,1,5,1,4,2,5,5,4,4,2,5,1,4,1,4,1,4,4,4,3,4,3,5,2,5,3,5,3,16,16,47,44,39,32.0,32.0,94.0,88.0,78.0
11284,4,19,2,2,1,1,IN,5,1,5,1,5,1,5,1,5,5,1,3,5,1,5,2,5,3,5,5,1,5,1,5,1,5,1,5,5,5,3,1,5,1,3,1,5,2,4,3,3,2,1,1,4,1,5,1,5,3,46,39,50,42,36,92.0,78.0,100.0,84.0,72.0
11285,3,42,1,1,1,2,US,2,4,2,4,2,3,2,4,4,4,4,2,4,2,4,3,4,2,3,4,2,4,2,4,2,4,2,4,3,3,3,2,4,4,2,4,4,2,2,3,5,2,4,2,4,2,4,4,4,4,23,36,38,30,41,46.0,72.0,76.0,60.0,82.0
11286,3,57,1,2,1,5,CA,2,3,4,3,4,4,3,4,2,4,2,4,3,5,2,2,3,1,2,1,4,5,1,4,2,4,2,4,4,3,4,3,4,2,4,2,5,1,4,5,3,3,4,2,4,4,4,3,4,4,27,19,39,42,35,54.0,38.0,78.0,84.0,70.0
11287,3,15,1,2,1,1,US,1,1,4,5,5,1,1,5,2,5,5,4,5,2,3,3,5,2,4,2,1,3,2,5,3,4,3,5,5,2,1,4,4,4,1,4,5,5,1,5,5,1,4,2,2,2,4,4,2,4,26,35,39,24,38,52.0,70.0,78.0,48.0,76.0
11288,3,56,1,1,1,2,US,3,4,4,4,3,4,2,5,4,5,3,4,3,3,2,2,2,1,2,3,1,5,1,5,1,5,1,5,5,5,5,2,5,1,4,2,5,1,5,5,5,1,5,1,5,1,5,5,5,5,24,23,50,47,50,48.0,46.0,100.0,94.0,100.0
11289,3,20,2,1,1,1,RS,1,5,2,5,2,5,2,5,3,5,3,3,4,2,3,2,5,4,3,4,4,3,2,3,2,4,3,4,4,4,3,2,4,2,4,3,4,2,4,4,3,1,5,1,3,1,5,4,5,4,15,35,35,38,44,30.0,70.0,70.0,76.0,88.0
11290,3,19,1,2,1,5,US,4,2,4,2,4,2,4,4,3,2,3,2,4,2,2,1,2,2,4,3,3,4,3,2,2,1,2,3,2,2,3,4,4,2,2,2,4,2,3,3,5,2,4,2,4,2,3,4,4,4,37,29,28,33,40,74.0,58.0,56.0,66.0,80.0
11291,3,48,1,1,1,5,CA,4,3,5,2,5,2,4,4,5,2,4,2,5,3,2,3,3,3,3,3,2,5,1,4,2,5,2,4,1,4,2,2,2,2,5,2,3,1,4,4,4,3,4,2,4,1,4,1,4,4,40,33,40,37,37,80.0,66.0,80.0,74.0,74.0
11292,1,14,1,1,1,1,US,4,1,5,1,5,1,5,3,5,4,1,5,4,4,3,3,4,4,3,4,4,5,4,4,2,5,2,3,4,4,1,4,5,4,1,4,3,3,2,3,3,4,5,2,5,1,4,3,5,5,44,29,37,24,41,88.0,58.0,74.0,48.0,82.0
11293,11,18,2,2,2,2,IE,2,4,2,5,1,4,1,5,1,5,3,4,4,2,2,2,2,2,4,2,4,3,4,2,3,3,3,4,2,4,4,1,4,2,3,1,5,3,4,4,4,3,5,3,4,1,3,4,5,4,14,27,28,41,40,28.0,54.0,56.0,82.0,80.0
11294,11,20,2,1,1,1,ID,4,2,3,3,4,3,3,4,4,4,3,2,4,3,4,5,4,4,4,3,3,4,4,4,3,4,3,4,4,4,4,3,4,3,3,2,3,2,4,3,3,4,4,3,4,1,4,3,4,4,32,38,35,35,36,64.0,76.0,70.0,70.0,72.0
11295,4,27,1,1,1,1,IN,5,4,5,2,5,2,5,4,5,1,3,3,3,2,2,1,3,1,1,1,2,5,1,3,5,4,1,3,3,5,4,2,5,2,2,1,5,1,4,5,5,5,5,1,4,1,5,3,3,4,42,22,38,43,40,84.0,44.0,76.0,86.0,80.0
11296,3,39,1,1,1,1,CA,3,3,4,3,3,3,3,3,3,3,2,5,2,5,2,2,3,2,2,4,2,3,2,4,2,3,2,3,2,3,4,2,3,2,3,2,4,2,4,3,4,1,4,1,5,2,5,4,3,4,31,21,34,37,43,62.0,42.0,68.0,74.0,86.0
11297,6,23,1,2,2,5,US,2,2,4,4,2,2,1,4,3,5,4,2,4,2,4,4,4,2,2,2,1,5,1,5,1,4,2,5,4,4,5,2,5,1,2,1,5,1,5,5,2,2,3,2,5,2,3,2,5,4,25,34,46,46,36,50.0,68.0,92.0,92.0,72.0
11298,1,37,1,2,1,2,US,1,4,2,4,1,4,1,3,3,5,4,2,5,2,4,4,3,3,4,4,1,3,3,4,2,4,3,4,4,3,4,2,5,2,4,3,4,2,4,4,4,2,5,2,4,1,3,3,4,4,18,39,37,40,40,36.0,78.0,74.0,80.0,80.0
11299,13,28,2,1,1,1,US,2,5,3,3,2,4,1,3,4,5,4,4,2,5,3,4,2,1,4,1,4,4,2,1,4,2,4,4,4,3,4,1,4,1,3,1,4,3,5,3,2,2,5,1,3,1,3,1,5,4,22,24,28,41,37,44.0,48.0,56.0,82.0,74.0
11300,13,38,1,1,1,1,US,5,1,5,1,3,1,1,5,1,5,1,5,5,1,1,1,1,1,1,4,5,5,1,5,1,5,1,5,5,5,1,4,3,1,1,1,5,1,2,3,1,1,5,1,2,1,1,1,5,1,32,21,46,32,31,64.0,42.0,92.0,64.0,62.0
11301,3,37,2,2,1,5,PL,3,2,4,3,4,3,1,3,2,2,2,4,2,4,1,2,2,3,3,3,2,4,1,4,1,3,2,4,5,4,3,3,2,2,4,2,4,3,3,5,3,2,3,4,5,3,5,1,5,3,31,22,42,35,34,62.0,44.0,84.0,70.0,68.0
11302,3,28,1,2,1,1,GB,3,3,4,4,3,2,3,5,1,5,5,1,5,2,4,5,4,4,5,3,1,3,3,4,2,5,2,3,3,3,4,2,4,3,3,2,5,3,5,5,3,5,4,3,3,3,3,3,3,1,25,44,37,40,27,50.0,88.0,74.0,80.0,54.0
11303,3,17,2,2,1,1,IS,2,2,5,2,4,2,3,3,4,4,3,5,4,4,1,3,2,1,1,2,1,5,1,5,4,4,1,4,4,4,3,1,5,1,2,2,3,3,3,3,4,3,4,3,4,1,4,4,3,2,35,20,43,36,36,70.0,40.0,86.0,72.0,72.0
11304,13,25,2,2,1,1,IN,4,1,4,3,4,1,4,2,5,4,1,5,4,4,5,4,2,4,4,2,2,5,1,4,2,5,2,3,5,5,1,4,2,2,3,4,4,4,2,4,3,1,5,1,4,5,5,2,4,3,40,29,44,26,37,80.0,58.0,88.0,52.0,74.0
11305,3,21,1,1,1,5,US,3,3,3,3,4,2,2,2,3,3,3,4,3,3,3,3,3,3,3,2,1,4,2,5,1,4,2,3,4,3,4,3,4,4,2,4,4,3,2,3,5,1,5,1,4,1,5,4,4,4,32,28,41,29,46,64.0,56.0,82.0,58.0,92.0
11306,3,49,2,2,1,5,DK,2,2,3,2,5,1,1,2,4,1,5,3,3,1,4,1,5,5,1,2,1,5,1,5,1,4,1,4,5,5,4,4,2,4,3,3,3,2,3,4,3,1,5,1,4,1,4,4,5,4,37,34,48,30,44,74.0,68.0,96.0,60.0,88.0
11307,3,31,1,2,1,1,US,2,3,3,2,4,2,4,4,4,3,2,3,5,2,3,3,4,3,2,3,2,4,1,5,1,4,2,3,4,5,4,5,4,5,2,5,3,3,3,4,5,1,5,1,4,2,5,4,5,4,33,32,43,26,46,66.0,64.0,86.0,52.0,92.0
11308,3,20,1,2,1,1,US,3,2,2,3,4,3,2,4,2,4,3,3,4,2,1,3,3,3,3,2,1,4,1,4,2,3,2,4,4,3,4,1,5,2,3,2,5,2,5,3,4,2,4,2,3,2,4,4,4,2,27,29,40,42,37,54.0,58.0,80.0,84.0,74.0
11309,3,19,1,1,1,1,GB,3,3,4,2,4,2,3,4,4,4,4,4,4,4,3,1,2,2,4,2,2,3,2,3,2,2,2,4,3,3,4,4,5,2,3,2,4,2,4,4,4,2,4,2,4,2,4,3,4,4,33,26,34,38,39,66.0,52.0,68.0,76.0,78.0
